Question,Answer
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Men's Fashion. It is priced at $40, available in Blue color, size L."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Kids' Fashion. It is priced at $21, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by Adidas, categorized under Kids' Fashion. It is priced at $73, available in White color, size XL."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Kids' Fashion. It is priced at $45, available in Red color, size S."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Women's Fashion. It is priced at $43, available in Black color, size L."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Kids' Fashion. It is priced at $57, available in Red color, size L."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $72, available in Blue color, size S."
What can you tell me about Dress?,"Dress is made by Gucci, categorized under Men's Fashion. It is priced at $72, available in Blue color, size L."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Kids' Fashion. It is priced at $86, available in Yellow color, size S."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $79, available in Red color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Women's Fashion. It is priced at $90, available in White color, size S."
What can you tell me about Jeans?,"Jeans is made by Adidas, categorized under Men's Fashion. It is priced at $34, available in Black color, size XL."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Kids' Fashion. It is priced at $61, available in Black color, size L."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Women's Fashion. It is priced at $51, available in Green color, size M."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Kids' Fashion. It is priced at $65, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Women's Fashion. It is priced at $57, available in Green color, size S."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Men's Fashion. It is priced at $92, available in Black color, size L."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $50, available in Blue color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Men's Fashion. It is priced at $25, available in Green color, size S."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Women's Fashion. It is priced at $30, available in Black color, size M."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Kids' Fashion. It is priced at $86, available in Blue color, size S."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $40, available in Green color, size M."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Men's Fashion. It is priced at $72, available in Yellow color, size L."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Women's Fashion. It is priced at $95, available in White color, size M."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Men's Fashion. It is priced at $28, available in White color, size S."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Kids' Fashion. It is priced at $14, available in Yellow color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Men's Fashion. It is priced at $82, available in Red color, size XL."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Men's Fashion. It is priced at $24, available in Black color, size XL."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Women's Fashion. It is priced at $74, available in Black color, size XL."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Men's Fashion. It is priced at $94, available in White color, size L."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Men's Fashion. It is priced at $60, available in White color, size M."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Men's Fashion. It is priced at $86, available in Red color, size M."
What can you tell me about Jeans?,"Jeans is made by Adidas, categorized under Kids' Fashion. It is priced at $88, available in Green color, size M."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Kids' Fashion. It is priced at $80, available in White color, size L."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $94, available in Yellow color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Kids' Fashion. It is priced at $89, available in Blue color, size XL."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Men's Fashion. It is priced at $85, available in Green color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Men's Fashion. It is priced at $31, available in White color, size M."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Women's Fashion. It is priced at $59, available in Red color, size S."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Men's Fashion. It is priced at $46, available in White color, size M."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Men's Fashion. It is priced at $57, available in Red color, size S."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Kids' Fashion. It is priced at $73, available in White color, size L."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Women's Fashion. It is priced at $96, available in Blue color, size XL."
What can you tell me about Jeans?,"Jeans is made by Adidas, categorized under Kids' Fashion. It is priced at $74, available in Red color, size S."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Women's Fashion. It is priced at $99, available in Yellow color, size XL."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Men's Fashion. It is priced at $34, available in Red color, size S."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Women's Fashion. It is priced at $58, available in Green color, size L."
What can you tell me about Sweater?,"Sweater is made by Adidas, categorized under Kids' Fashion. It is priced at $88, available in Yellow color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Kids' Fashion. It is priced at $82, available in Black color, size XL."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Women's Fashion. It is priced at $68, available in Black color, size M."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $30, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Women's Fashion. It is priced at $86, available in Black color, size M."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Kids' Fashion. It is priced at $62, available in Red color, size XL."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Kids' Fashion. It is priced at $75, available in Blue color, size M."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Men's Fashion. It is priced at $20, available in Yellow color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Men's Fashion. It is priced at $38, available in Red color, size S."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $39, available in Black color, size XL."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Men's Fashion. It is priced at $26, available in Green color, size XL."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Men's Fashion. It is priced at $13, available in Blue color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Kids' Fashion. It is priced at $91, available in Black color, size M."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Men's Fashion. It is priced at $84, available in Blue color, size XL."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Women's Fashion. It is priced at $11, available in Green color, size L."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $31, available in Blue color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Women's Fashion. It is priced at $26, available in Yellow color, size L."
What can you tell me about Jeans?,"Jeans is made by Adidas, categorized under Men's Fashion. It is priced at $22, available in White color, size XL."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Kids' Fashion. It is priced at $39, available in Black color, size M."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $63, available in White color, size M."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Women's Fashion. It is priced at $23, available in Blue color, size M."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Men's Fashion. It is priced at $97, available in Blue color, size M."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Women's Fashion. It is priced at $48, available in Yellow color, size XL."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Women's Fashion. It is priced at $16, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $86, available in Blue color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Kids' Fashion. It is priced at $15, available in Black color, size XL."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Women's Fashion. It is priced at $36, available in Blue color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Men's Fashion. It is priced at $41, available in White color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Women's Fashion. It is priced at $49, available in White color, size L."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Women's Fashion. It is priced at $30, available in Blue color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Kids' Fashion. It is priced at $48, available in Green color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Kids' Fashion. It is priced at $77, available in White color, size L."
What can you tell me about Shoes?,"Shoes is made by Zara, categorized under Women's Fashion. It is priced at $17, available in White color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Men's Fashion. It is priced at $12, available in White color, size M."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Women's Fashion. It is priced at $92, available in Red color, size S."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Women's Fashion. It is priced at $92, available in Red color, size XL."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Women's Fashion. It is priced at $29, available in Green color, size S."
What can you tell me about Dress?,"Dress is made by Adidas, categorized under Men's Fashion. It is priced at $19, available in Black color, size XL."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $54, available in Green color, size S."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $37, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Women's Fashion. It is priced at $87, available in Blue color, size L."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Kids' Fashion. It is priced at $82, available in Yellow color, size L."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Women's Fashion. It is priced at $98, available in Yellow color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Kids' Fashion. It is priced at $84, available in Yellow color, size XL."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Women's Fashion. It is priced at $21, available in White color, size L."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Kids' Fashion. It is priced at $50, available in Black color, size M."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $60, available in Blue color, size S."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Kids' Fashion. It is priced at $68, available in Blue color, size S."
What can you tell me about Shoes?,"Shoes is made by Zara, categorized under Kids' Fashion. It is priced at $84, available in Red color, size S."
What can you tell me about Dress?,"Dress is made by Zara, categorized under Men's Fashion. It is priced at $37, available in Blue color, size M."
What can you tell me about Jeans?,"Jeans is made by Adidas, categorized under Men's Fashion. It is priced at $44, available in White color, size XL."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Kids' Fashion. It is priced at $91, available in Red color, size M."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Kids' Fashion. It is priced at $11, available in Blue color, size M."
What can you tell me about Sweater?,"Sweater is made by Gucci, categorized under Men's Fashion. It is priced at $92, available in Green color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Kids' Fashion. It is priced at $26, available in Yellow color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Women's Fashion. It is priced at $10, available in Green color, size S."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Kids' Fashion. It is priced at $31, available in White color, size L."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Kids' Fashion. It is priced at $60, available in Green color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Kids' Fashion. It is priced at $73, available in Yellow color, size L."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Men's Fashion. It is priced at $46, available in Yellow color, size XL."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Kids' Fashion. It is priced at $83, available in Red color, size XL."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Kids' Fashion. It is priced at $20, available in Green color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Kids' Fashion. It is priced at $83, available in Green color, size M."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Kids' Fashion. It is priced at $88, available in Red color, size L."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Women's Fashion. It is priced at $93, available in Green color, size XL."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Men's Fashion. It is priced at $93, available in Blue color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Kids' Fashion. It is priced at $96, available in Yellow color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Women's Fashion. It is priced at $44, available in Red color, size L."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Kids' Fashion. It is priced at $43, available in Blue color, size S."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Men's Fashion. It is priced at $98, available in White color, size XL."
What can you tell me about Sweater?,"Sweater is made by Adidas, categorized under Kids' Fashion. It is priced at $14, available in Blue color, size S."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Men's Fashion. It is priced at $99, available in Red color, size S."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Men's Fashion. It is priced at $48, available in Yellow color, size L."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Women's Fashion. It is priced at $80, available in Yellow color, size M."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Men's Fashion. It is priced at $66, available in White color, size S."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Men's Fashion. It is priced at $90, available in Black color, size S."
What can you tell me about Sweater?,"Sweater is made by Gucci, categorized under Kids' Fashion. It is priced at $72, available in Red color, size L."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $100, available in Black color, size XL."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $26, available in Yellow color, size S."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Men's Fashion. It is priced at $66, available in White color, size XL."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Women's Fashion. It is priced at $96, available in Black color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Kids' Fashion. It is priced at $27, available in Red color, size L."
What can you tell me about Dress?,"Dress is made by Gucci, categorized under Kids' Fashion. It is priced at $45, available in Yellow color, size XL."
What can you tell me about Jeans?,"Jeans is made by Adidas, categorized under Kids' Fashion. It is priced at $52, available in Black color, size L."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Kids' Fashion. It is priced at $82, available in Green color, size M."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Women's Fashion. It is priced at $29, available in Red color, size L."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Women's Fashion. It is priced at $59, available in Yellow color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Kids' Fashion. It is priced at $67, available in Red color, size S."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Kids' Fashion. It is priced at $48, available in White color, size L."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Men's Fashion. It is priced at $20, available in Red color, size XL."
What can you tell me about Sweater?,"Sweater is made by Gucci, categorized under Women's Fashion. It is priced at $57, available in Yellow color, size XL."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Kids' Fashion. It is priced at $49, available in Yellow color, size L."
What can you tell me about Dress?,"Dress is made by Zara, categorized under Men's Fashion. It is priced at $51, available in Green color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Kids' Fashion. It is priced at $94, available in White color, size XL."
What can you tell me about Dress?,"Dress is made by Gucci, categorized under Men's Fashion. It is priced at $27, available in Blue color, size M."
What can you tell me about Sweater?,"Sweater is made by Adidas, categorized under Men's Fashion. It is priced at $88, available in Blue color, size XL."
What can you tell me about Sweater?,"Sweater is made by Gucci, categorized under Kids' Fashion. It is priced at $73, available in Blue color, size S."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Kids' Fashion. It is priced at $25, available in Yellow color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Men's Fashion. It is priced at $42, available in Black color, size M."
What can you tell me about Dress?,"Dress is made by H&M, categorized under Women's Fashion. It is priced at $84, available in White color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Women's Fashion. It is priced at $62, available in Blue color, size M."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Kids' Fashion. It is priced at $76, available in Red color, size S."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Men's Fashion. It is priced at $37, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Women's Fashion. It is priced at $88, available in Yellow color, size L."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Men's Fashion. It is priced at $80, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Women's Fashion. It is priced at $22, available in White color, size S."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Women's Fashion. It is priced at $44, available in Green color, size M."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Men's Fashion. It is priced at $85, available in Red color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Men's Fashion. It is priced at $91, available in Blue color, size XL."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $41, available in Red color, size XL."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Women's Fashion. It is priced at $40, available in Black color, size XL."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Women's Fashion. It is priced at $99, available in Yellow color, size M."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Women's Fashion. It is priced at $27, available in Yellow color, size M."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Women's Fashion. It is priced at $83, available in Red color, size XL."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Kids' Fashion. It is priced at $23, available in Yellow color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Men's Fashion. It is priced at $27, available in Yellow color, size L."
What can you tell me about Shoes?,"Shoes is made by Zara, categorized under Kids' Fashion. It is priced at $36, available in White color, size M."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Women's Fashion. It is priced at $32, available in Green color, size XL."
What can you tell me about Sweater?,"Sweater is made by Adidas, categorized under Kids' Fashion. It is priced at $34, available in Green color, size S."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $89, available in White color, size S."
What can you tell me about Dress?,"Dress is made by Adidas, categorized under Men's Fashion. It is priced at $22, available in Blue color, size L."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Kids' Fashion. It is priced at $56, available in Black color, size S."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Kids' Fashion. It is priced at $46, available in Red color, size L."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Kids' Fashion. It is priced at $35, available in White color, size M."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Men's Fashion. It is priced at $91, available in Black color, size M."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $23, available in Red color, size M."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Kids' Fashion. It is priced at $73, available in Red color, size XL."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Women's Fashion. It is priced at $96, available in Red color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Women's Fashion. It is priced at $95, available in Red color, size M."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Men's Fashion. It is priced at $24, available in Green color, size S."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Men's Fashion. It is priced at $45, available in Green color, size L."
What can you tell me about Sweater?,"Sweater is made by Zara, categorized under Men's Fashion. It is priced at $79, available in White color, size L."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Men's Fashion. It is priced at $80, available in Black color, size M."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Women's Fashion. It is priced at $69, available in Blue color, size S."
What can you tell me about Dress?,"Dress is made by Zara, categorized under Women's Fashion. It is priced at $73, available in Blue color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Men's Fashion. It is priced at $71, available in White color, size XL."
What can you tell me about Sweater?,"Sweater is made by Adidas, categorized under Kids' Fashion. It is priced at $10, available in Black color, size L."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Kids' Fashion. It is priced at $33, available in Blue color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Women's Fashion. It is priced at $31, available in White color, size M."
What can you tell me about Dress?,"Dress is made by Zara, categorized under Kids' Fashion. It is priced at $73, available in Blue color, size XL."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Kids' Fashion. It is priced at $68, available in Yellow color, size L."
What can you tell me about Sweater?,"Sweater is made by Adidas, categorized under Kids' Fashion. It is priced at $76, available in Blue color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Women's Fashion. It is priced at $82, available in Green color, size XL."
What can you tell me about Sweater?,"Sweater is made by Adidas, categorized under Men's Fashion. It is priced at $60, available in Black color, size S."
What can you tell me about Sweater?,"Sweater is made by Gucci, categorized under Men's Fashion. It is priced at $33, available in White color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Men's Fashion. It is priced at $38, available in Red color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Kids' Fashion. It is priced at $100, available in Blue color, size S."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Men's Fashion. It is priced at $93, available in White color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Kids' Fashion. It is priced at $77, available in White color, size XL."
What can you tell me about Jeans?,"Jeans is made by Zara, categorized under Men's Fashion. It is priced at $70, available in White color, size XL."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Men's Fashion. It is priced at $49, available in Green color, size L."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $71, available in Blue color, size L."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Kids' Fashion. It is priced at $49, available in Black color, size S."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $58, available in Red color, size L."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Women's Fashion. It is priced at $15, available in Red color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Kids' Fashion. It is priced at $48, available in White color, size S."
What can you tell me about Sweater?,"Sweater is made by Gucci, categorized under Women's Fashion. It is priced at $83, available in Yellow color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Kids' Fashion. It is priced at $96, available in Green color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Men's Fashion. It is priced at $86, available in Green color, size L."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Kids' Fashion. It is priced at $62, available in Black color, size L."
What can you tell me about Dress?,"Dress is made by Zara, categorized under Women's Fashion. It is priced at $60, available in Black color, size L."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $19, available in Blue color, size L."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Women's Fashion. It is priced at $74, available in Green color, size L."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $64, available in White color, size XL."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Men's Fashion. It is priced at $88, available in Black color, size M."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Men's Fashion. It is priced at $57, available in White color, size L."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Men's Fashion. It is priced at $16, available in Green color, size M."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Kids' Fashion. It is priced at $45, available in Yellow color, size XL."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Men's Fashion. It is priced at $50, available in Red color, size M."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Women's Fashion. It is priced at $40, available in White color, size L."
What can you tell me about Shoes?,"Shoes is made by Adidas, categorized under Women's Fashion. It is priced at $97, available in Green color, size L."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Men's Fashion. It is priced at $21, available in Black color, size XL."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Women's Fashion. It is priced at $31, available in White color, size S."
What can you tell me about Sweater?,"Sweater is made by Nike, categorized under Men's Fashion. It is priced at $55, available in Yellow color, size S."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Kids' Fashion. It is priced at $66, available in Black color, size S."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Kids' Fashion. It is priced at $85, available in Blue color, size M."
What can you tell me about Sweater?,"Sweater is made by Gucci, categorized under Kids' Fashion. It is priced at $46, available in Black color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Kids' Fashion. It is priced at $26, available in Red color, size L."
What can you tell me about Sweater?,"Sweater is made by H&M, categorized under Kids' Fashion. It is priced at $19, available in White color, size L."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Men's Fashion. It is priced at $45, available in Green color, size XL."
What can you tell me about Jeans?,"Jeans is made by Gucci, categorized under Men's Fashion. It is priced at $14, available in White color, size XL."
What can you tell me about Jeans?,"Jeans is made by H&M, categorized under Kids' Fashion. It is priced at $20, available in Red color, size L."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Kids' Fashion. It is priced at $72, available in Black color, size XL."
What can you tell me about Dress?,"Dress is made by Zara, categorized under Men's Fashion. It is priced at $19, available in Black color, size L."
What can you tell me about Dress?,"Dress is made by Nike, categorized under Kids' Fashion. It is priced at $42, available in White color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Men's Fashion. It is priced at $91, available in Red color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Zara, categorized under Men's Fashion. It is priced at $98, available in Black color, size M."
What can you tell me about T-shirt?,"T-shirt is made by Nike, categorized under Men's Fashion. It is priced at $96, available in Blue color, size S."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Kids' Fashion. It is priced at $50, available in Blue color, size XL."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Women's Fashion. It is priced at $97, available in White color, size XL."
What can you tell me about Jeans?,"Jeans is made by Nike, categorized under Kids' Fashion. It is priced at $11, available in Green color, size S."
What can you tell me about Dress?,"Dress is made by Zara, categorized under Men's Fashion. It is priced at $50, available in Red color, size XL."
What can you tell me about Dress?,"Dress is made by Gucci, categorized under Men's Fashion. It is priced at $64, available in Green color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Women's Fashion. It is priced at $36, available in Green color, size S."
What can you tell me about Shoes?,"Shoes is made by Gucci, categorized under Men's Fashion. It is priced at $11, available in Blue color, size M."
What can you tell me about Shoes?,"Shoes is made by H&M, categorized under Women's Fashion. It is priced at $42, available in Red color, size M."
What can you tell me about T-shirt?,"T-shirt is made by H&M, categorized under Men's Fashion. It is priced at $56, available in Blue color, size XL."
What can you tell me about T-shirt?,"T-shirt is made by Adidas, categorized under Men's Fashion. It is priced at $78, available in Black color, size S."
What can you tell me about T-shirt?,"T-shirt is made by Gucci, categorized under Men's Fashion. It is priced at $16, available in Yellow color, size S."
What can you tell me about Shoes?,"Shoes is made by Nike, categorized under Kids' Fashion. It is priced at $25, available in Red color, size L."
